,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,number_of_reviews_ltm,minimum_stay
13040,คอนโดชั้น 18 19 วิวสวย มีระเบียง มีสระว่ายน้ำ,Vadhana,13.7479379,100.5526473,Private room,1000,1,3,3.0,3,3,Short-Term
13046,Charming 2 bedrooms 2 bathrooms in center of BKK,Ratchathewi,13.75637478434786,100.52716074232792,Entire home/apt,1965,2,11,2.06,2,11,Short-Term
13051,KITZIO HOUSE HOTEL,Huai Khwang,13.77845,100.57526,Private room,950,1,16,3.53,7,16,Short-Term
13054,3C-Two bedroom/3baths near MRT/BTS BKK Downtown,Vadhana,13.74612,100.55887,Entire home/apt,5388,2,15,2.37,15,15,Short-Term
13058,Lovely 2 bedroom condo in the city center on silom,Bang Rak,13.7231730247259,100.52562586963175,Entire home/apt,3214,28,16,2.64,1,16,Long-Term
13074,THE CASTLE WARM SUNSET 2 BR/Wifi/Pool/RAMA9,Huai Khwang,13.76112,100.56865,Entire home/apt,4000,1,22,3.79,19,22,Short-Term
13120,S65*Ekkamai BTS_600m*Family&Friend*StreetFood_7-11,Vadhana,13.71839,100.58749,Entire home/apt,6857,1,13,2.04,6,13,Short-Term
13124,Comfortable Suite in Sukhumvit 81 BTS On nut,Suanluang,13.7091748,100.6069796,Entire home/apt,780,1,21,3.26,11,21,Short-Term
13126,Lovely Breezy Suites Next to St Food&Night Life:II,Vadhana,13.74775,100.55906,Entire home/apt,2014,28,14,2.22,36,14,Long-Term
13132,4C-2.5bedrooms/3bath Downtown Bangkok near BTS/MR,Vadhana,13.74539,100.55968,Entire home/apt,5431,2,5,1.83,15,5,Short-Term
13133,THE NOSTALGIA SUITE: 2BR /RAMA9/WIFI,Huai Khwang,13.7596,100.56844,Entire home/apt,3414,1,20,3.39,19,20,Short-Term
13134,- Hyde Sukhumvit 11 - Glamorous Design 2BR -,Vadhana,13.7446,100.55568,Entire home/apt,3800,5,12,1.94,56,12,Short-Term
13135,THE MORNING DAISY SUITE:2BR2WC@RAMA9/Wifi/Pool,Huai Khwang,13.76028,100.56902,Entire home/apt,4586,1,13,2.06,19,13,Short-Term
13140,Condo nears iconsiam sathorn,Khlong San,13.71688715611224,100.50546672195196,Private room,657,1,29,4.65,1,29,Short-Term
13152,New 3-bedroom serviced apartment (Type 4A 300 sqm),Vadhana,13.731914377408865,100.5978667455078,Entire home/apt,5786,2,16,2.62,3,16,Short-Term
13153,39F!Perfect location# Pool#Gym@Sukhumvit 24(1197),Khlong Toei,13.7241,100.56421,Entire home/apt,2316,2,11,2.44,49,11,Short-Term
13159,Lovely private room near Khaosan road 5 mins walk,Phra Nakhon,13.76037,100.50289,Private room,807,1,27,4.43,11,27,Short-Term
13168,1网红50层超豪华空中泳池健身房Asoke商圈市中心双轨BTS/MRT+Nana/Soicowboy,Vadhana,13.73968,100.56267,Entire home/apt,2150,1,33,4.67,13,33,Short-Term
13172,CENTRAL & CLASSY ※ 5-min Skytrain ASOK ※ NICE POOL,Khlong Toei,13.73632,100.55884,Entire home/apt,4950,1,34,4.47,23,34,Short-Term
13173,Charming RM 500m from BTS Thonglor Japanese onsen,Khlong Toei,13.72093,100.57832,Private room,1184,1,2,2.0,12,2,Short-Term
13177,1 Bedroom Suite [Silom-Sathorn],Bang Rak,13.72581046587014,100.53822807340332,Private room,3571,1,101,17.41,18,101,Short-Term
13180,1 Bedroom Suite [Sathorn-Silom area],Bang Rak,13.725888886371504,100.53822132275393,Private room,3571,1,9,1.73,18,9,Short-Term
13184,"Stylish 2 King beds,Netflix, BTS Asok Sukhumvit",Khlong Toei,13.73533,100.55699,Entire home/apt,1871,1,21,3.82,19,21,Short-Term
13192,Unique Designer 3 bed detached home @ Sukhumvit 16,Khlong Toei,13.7289,100.56125,Entire home/apt,6983,1,20,3.85,3,20,Short-Term
13193,R1/Stylish Cozy Big City room@Ratchada/Walk2Train,Huai Khwang,13.77995,100.57529,Entire home/apt,1522,1,17,2.85,3,17,Short-Term
13194,T1/Very Luxury Big City room/ Walk2Ekamai-Thonglor,Vadhana,13.74232,100.58804,Entire home/apt,1905,1,18,2.98,3,18,Short-Term
13198,Wivien House ซอยพหลโยธิน 15 BTS สะพานควาย,Phaya Thai,13.7948,100.54984,Private room,871,1,6,2.07,1,6,Short-Term
13216,City View 1BR at Terminal21 Asok BTS Free Pickup,Vadhana,13.73869,100.55989,Entire home/apt,2100,2,29,4.08,48,29,Short-Term
13224,★Lovely Studio★BTS Asok/MRT Sukhumvit/Terminal 21★,Khlong Toei,13.7359,100.55703,Entire home/apt,1650,5,12,2.17,56,12,Short-Term
13225,"Modern room❤️3 mins walk BTS Thonglor, Sukhumvit",Khlong Toei,13.72355,100.57649,Entire home/apt,1801,2,28,4.75,19,28,Short-Term
13229,Family Room 6 ppl with terrace/Nr MRT/PrivateWIFI,Din Daeng,13.7710863,100.5712756,Private room,2604,1,3,3.0,4,3,Short-Term
13237,Room B (Private Room in Share apartment),Vadhana,13.74031,100.58647,Private room,450,1,20,3.37,3,20,Short-Term
13242,Cozy 2BR Next to St Food&Night Life: BTS Nana : II,Vadhana,13.7465,100.55919,Entire home/apt,2300,30,11,1.72,36,11,Long-Term
13245,Luxury Studio in centre bangkok/sky-pool/ near BTS,Khlong Toei,13.724954735866255,100.56582080502398,Entire home/apt,1129,1,22,4.31,12,22,Short-Term
13246,"10mins BTSNiceviewCondo nearPier-FastWifi,Gym,Pool",Sathon,13.71385,100.51412,Entire home/apt,824,1,2,2.0,25,2,Short-Term
13249,RAMA9/Central area/2BEDROOM/monthly,Din Daeng,13.76361,100.55988,Entire home/apt,4443,1,13,2.47,28,13,Short-Term
13251,"Lovely one-bedroom condo next to BTS, in Bangkok",Khlong Toei,13.71349,100.59358,Private room,1000,5,4,2.0,1,4,Short-Term
13252,SO Homey : A soothing room in Silom center,Bang Rak,13.72552,100.52186,Private room,629,1,10,1.85,19,10,Short-Term
13254,★Stylish 1BR★BTS Asok/MRT Sukhumvit★Terminal 21★,Khlong Toei,13.73688,100.55878,Entire home/apt,1840,5,10,1.85,56,10,Short-Term
13255,2 Bedroom Suite near BTS/MRT Silom,Bang Rak,13.725947671877892,100.53830041225584,Private room,6286,1,12,2.83,18,12,Short-Term
13267,3-RAMADA RESIDENCE SIAMESE SUKHUMVIT 87,Phra Khanong,13.70223,100.60423,Entire home/apt,1596,1,18,3.02,25,18,Short-Term
13274,Luxury Loft Near BTS MRT Mall. Gym Pool Sauna WiFi,Vadhana,13.73962,100.56206,Entire home/apt,2474,1,12,2.93,5,12,Short-Term
13279,2mins walk to Ratchathewi BTS station. My Home N1,Ratchathewi,13.75222,100.53098,Private room,1171,1,6,2.05,39,6,Short-Term
13286,New! Gateway/ Bangkok University 1BR 2PPL near BTS,Khlong Toei,13.71596,100.58585,Entire home/apt,2099,1,9,1.73,49,9,Short-Term
13288,New！Sale! On Nut's tallest/loft/ pool/gym/BTS 300m,Khlong Toei,13.70827,100.59954,Entire home/apt,1786,1,8,1.9,32,8,Short-Term
13296,1BR! !Near The Grand Palace/ASOK Station/Sukhumvit,Khlong Toei,13.73607,100.55859,Entire home/apt,2429,1,13,3.12,99,13,Short-Term
13299,"R4★ Glass House ★ 1m to Airp train, 5m to Platinum",Ratchathewi,13.754563880448654,100.54231507301635,Private room,3302,1,15,2.98,9,15,Short-Term
13302,★Lovely Studio★BTS Asok/MRT Sukhumvit/Terminal 21★,Khlong Toei,13.73795,100.5567,Entire home/apt,1619,5,10,1.79,56,10,Short-Term
13311,Luxury 2BR  Condo/SKY POOL@ BTS @PhromPhong,Vadhana,13.73433,100.56644,Entire home/apt,5498,2,14,2.78,21,14,Short-Term
13317,ROOM C : Privet bedroom &Balcony: Share Apartment,Vadhana,13.74008,100.58673,Private room,500,1,12,2.81,3,12,Short-Term
13322,Luxury On Top of Bangkok City Next To MRT Rama 9,Huai Khwang,13.757032984215336,100.56837615079112,Entire home/apt,2059,1,6,1.78,3,6,Short-Term
13334,20F!Perfect location# Pool#Gym@Sukhumvit 24(965),Khlong Toei,13.7239,100.56714,Entire home/apt,2397,2,14,3.36,49,14,Short-Term
13336,R104/Near New Train Night Market,Din Daeng,13.77365,100.57038,Entire home/apt,650,2,13,2.48,22,13,Short-Term
13338,Nana BTS Spacious 2BR/2Bath W/Balcony Terminal 21,Khlong Toei,13.740115123146518,100.5525824304836,Entire home/apt,3531,2,12,2.35,48,12,Short-Term
13355,CityCenter_3bedrooms_28floor+Pool_Gym_FastWifi,Khlong Toei,13.72606,100.57445,Entire home/apt,5391,3,14,3.26,8,14,Short-Term
13357,"(603)Cozy 1 BR , 10 min walking to BTS Chong Nonsi",Sathon,13.72023,100.53234,Private room,2000,1,3,3.0,4,3,Short-Term
13380,"Bangkok Condo@ MRT RAMA9, Jodd Fairs Night Market",Huai Khwang,13.75472,100.56821,Entire home/apt,1070,2,31,5.92,2,31,Short-Term
13386,Lovely studio apartment 50sqm with kitchen/balcony,Phaya Thai,13.7736476,100.5409639,Entire home/apt,1671,3,9,1.89,4,9,Short-Term
13388,SuperHost 1BR Sukhumvit BTS Nana 5min 300M Wifi,Khlong Toei,13.73658,100.55353,Entire home/apt,3571,1,14,2.8,3,14,Short-Term
13391,10F68#Gym&Pool&BTS Nana&MRT Sukhumvit&Max4&100m2,Vadhana,13.74723,100.55523,Entire home/apt,7251,1,15,3.28,49,15,Short-Term
13394,New！Sale! On Nut's tallest/loft/ pool/gym/BTS 300m,Khlong Toei,13.70802,100.59838,Entire home/apt,2514,1,10,2.33,228,10,Short-Term
13395,1BR! !Near The Grand Palace/ASOK Station/Sukhumvit,Khlong Toei,13.73489,100.55822,Entire home/apt,2243,1,10,2.14,228,10,Short-Term
13403,The Mulberry Bangkok Khaosan Road (Deluxe King),Phra Nakhon,13.75952,100.49944,Private room,1556,1,18,4.62,6,18,Short-Term
13404,The Mulberry Bangkok Khaosan Road (Deluxe Twin),Phra Nakhon,13.75963,100.49881,Private room,1556,1,9,1.97,6,9,Short-Term
13405,The Mulberry Bangkok Khaosan Road (Premium King),Phra Nakhon,13.75788,100.49952,Private room,1886,1,8,3.0,6,8,Short-Term
13409,★Airy 3BR 170sqm★180° Surrounding Infinite Pool★,Vadhana,13.7409,100.55906,Entire home/apt,3739,20,12,2.61,56,12,Short-Term
13411,Lovely apartment in Sathon,Yan na wa,13.71788,100.55162,Entire home/apt,1150,28,7,1.75,1,7,Long-Term
13413,"BREEZING CANAL HOUSE, NEAR KHAOSAN ROAD",Phra Nakhon,13.763242956707275,100.498298132279,Private room,913,1,23,4.83,2,23,Short-Term
13416,Japanese Town Ekamai Luxury 3BR Amazing View Pool,Khlong Toei,13.7181,100.58377,Entire home/apt,5500,2,19,3.99,48,19,Short-Term
13417,Siam Paragon & MBK Lovely 2BR Free Airport Pickup,Parthum Wan,13.749,100.52667,Entire home/apt,3000,30,16,4.14,48,16,Long-Term
13418,Resort Style 1BR Condo BTS Bang Na✦Free Pick Up✦,Bang Na,13.6728,100.60372,Entire home/apt,1050,2,9,2.01,48,9,Short-Term
13421,"Artist Double Space Studio, Near Khaosan Road",Phra Nakhon,13.76214,100.49713,Private room,1656,1,17,3.72,2,17,Short-Term
13423,City View 1BR at Terminal21 Asok BTS Free Pickup,Vadhana,13.73799,100.5615,Entire home/apt,2179,2,13,2.73,48,13,Short-Term
13424,1br@Park24/BTS500m/TM30/SkytopPool/Gym/Netflix#629,Khlong Toei,13.724551545003813,100.56611152593383,Entire home/apt,1727,1,7,1.98,19,7,Short-Term
13442,❤ of Sukhumvit ✰Pool✰Peaceful✰Garden✰Market,Khlong Toei,13.70563,100.59868,Entire home/apt,1312,2,14,2.64,1,14,Short-Term
13449,"Lovely new Condo with pool and gym, self check in",Vadhana,13.74338,100.56077,Entire home/apt,2286,3,13,2.5,2,13,Short-Term
13460,Condo in Khet Khlong Toei / Phrom Phong,Khlong Toei,13.724420630013007,100.56680377227056,Private room,1726,1,3,1.7,1,3,Short-Term
13463,2网红50层超豪华空中泳池健身房Asoke商圈市中心双轨BTS/MRT+Nana/Soicowboy,Vadhana,13.74017,100.56197,Entire home/apt,4200,1,32,6.44,13,32,Short-Term
13467,"Condo Bangkok @ MRT RAMA9, Jodd Fairs Night Market",Huai Khwang,13.7544,100.56893,Entire home/apt,1086,2,16,3.12,2,16,Short-Term
13471,Canal Touched House/1 Bed Room/Living Room/Kitchen,Phasi Charoen,13.7131599,100.4394254,Entire home/apt,1171,1,6,1.91,12,6,Short-Term
13473,Local生活便利-高层池景房•市区•BTS@ONNUT•可做饭•近莲花超市夜市B#113,Phra Khanong,13.69347,100.60693,Entire home/apt,1190,1,11,2.39,48,11,Short-Term
13480,Private room near Khaosan and Grand palace,Phra Nakhon,13.763155066894903,100.49647230208303,Private room,580,1,9,1.68,5,9,Short-Term
13484,THE SPRING BLOSSOM SUITE:1BR/WIFI/ASOKE/SHOPPING,Khlong Toei,13.73817,100.55841,Entire home/apt,2086,1,11,2.2,19,11,Short-Term
13487,"One Bedroom Suite in Bangkok, Silom area",Bang Rak,13.72498,100.53754,Private room,2854,1,12,2.31,18,12,Short-Term
13490,1-bedroom Suite with bathtub in Silom-Sathorn area,Bang Rak,13.725812644891764,100.53825199691164,Private room,3571,1,12,2.31,18,12,Short-Term
13492,New!  2BR 4ppl/SurasakBTS Sathorn,Sathon,13.71171,100.52032,Entire home/apt,2100,1,11,2.43,99,11,Short-Term
13493,5F&CENTRAL BANGKOK@BTS Asok&MRT SUKHUMVIT(75),Khlong Toei,13.73626,100.55897,Entire home/apt,2555,1,14,3.31,3,14,Short-Term
13497,Near The Grand Palace/ASOK Station/Sukhumvit,Khlong Toei,13.73594,100.55823,Entire home/apt,2443,1,8,1.69,99,8,Short-Term
13506,7F&CENTRAL BANGKOK@BTS Asok&MRT SUKHUMVIT(107),Khlong Toei,13.73467,100.55812,Entire home/apt,2449,1,14,3.41,3,14,Short-Term
13509,Weekly!  5F&BANGKOK@BTS Asok&MRT SUKHUMVIT(64),Khlong Toei,13.73602,100.5588,Entire home/apt,2377,1,15,3.72,3,15,Short-Term
13514,Local生活便利-高层池景房•市区•BTS@ONNUT•可做饭•近莲花超市夜市B#113,Phra Khanong,13.70364,100.60307,Entire home/apt,1200,1,8,1.8,48,8,Short-Term
13517,Local生活便利-高层池景房•市区•BTS@ONNUT•可做饭•近莲花超市夜市B#78,Phra Khanong,13.70351,100.60146,Entire home/apt,1350,1,6,1.71,48,6,Short-Term
13519,1BR Twin Suit 2ppl/Surasak BTS Sathorn/Pool /Wifi,Sathon,13.710604321725077,100.52006276983646,Entire home/apt,1143,1,13,2.73,99,13,Short-Term
13525,Local生活便利-高层池景房•市区•BTS@ONNUT•可做饭•近莲花超市夜市B#383,Phra Khanong,13.70393,100.60145,Entire home/apt,1251,1,10,2.54,48,10,Short-Term
13531,30days!  Sukhumvit NANA spacious 1BR 2PPL near BTS,Ratchathewi,13.751,100.55659,Entire home/apt,1466,3,10,2.19,49,10,Short-Term
13533,Family 2Bedrooms 1Bath Marshmello House 1 mins BTS,Bang Khen,13.888174269670396,100.60336366295816,Private room,859,2,5,2.88,5,5,Short-Term
13539,New City Center House 2 min walk to BTS Ratchatewi,Ratchathewi,13.75341,100.53259,Entire home/apt,5514,2,14,3.07,2,14,Short-Term
13543,Modern serviced 2-bed suite with gym,Bang Na,13.664446571155638,100.61601911210272,Entire home/apt,4014,1,3,3.0,4,3,Short-Term
13544,Modern serviced studio apartment with gym,Bang Na,13.664465439259828,100.61602050987744,Entire home/apt,1714,1,3,1.88,4,3,Short-Term
13550,New!  2BR 4ppl/SurasakBTS Sathorn,Sathon,13.70961,100.52059,Entire home/apt,2100,1,11,2.34,99,11,Short-Term
13551,New!  2BR 4ppl/SurasakBTS Sathorn,Sathon,13.71012,100.51905,Entire home/apt,2257,1,6,1.7,99,6,Short-Term
13567,- Hyde Sukhumvit 11 - Glamorous Design -,Vadhana,13.74392,100.55608,Entire home/apt,1760,5,10,2.5,56,10,Short-Term
13572,"Mein Haus C @Bangpho ""Like your friend's house""",Bang Sue,13.8075834,100.5250488,Entire home/apt,1943,1,16,5.93,3,16,Short-Term
13579,Perfect location#Pool at 50F#Gym@Sukhumvit 24(541),Khlong Toei,13.72341,100.56571,Entire home/apt,2210,2,11,2.58,35,11,Short-Term
13581,Cozy Living 1BR WIfI Connect to BTS Bitech,Bang Na,13.67107,100.60415,Entire home/apt,1041,2,6,1.91,6,6,Short-Term
13583,"1br Downtown next BTS sky train,1 min to mall",Phra Khanong,13.70365,100.60262,Entire home/apt,1682,4,9,2.37,1,9,Short-Term
13585,Bangkok Service Apartments From BTS Thong Lo 300m.,Khlong Toei,13.72039,100.58051,Entire home/apt,999,1,2,2.0,22,2,Short-Term
13586,"E4 - Cozy Room, Private Rooftop Terrace, BTS!",Vadhana,13.72799,100.58865,Entire home/apt,1457,4,8,1.82,22,8,Short-Term
13588,Rooftop pool gym luxury cozy condo  free wifi @BTS,Khlong Toei,13.72448,100.56493,Entire home/apt,1801,1,10,2.73,24,10,Short-Term
13591,15F119#Gym&Pool&BTS Nana&MRT Sukhumvit&Max4&100m2,Vadhana,13.74681,100.55528,Entire home/apt,5127,1,4,1.71,4,4,Short-Term
13593,"Lovely 1 bed, Sky pool BTS Phromphong, Sukhumvit",Khlong Toei,13.72575,100.56693,Entire home/apt,1743,2,17,4.36,19,17,Short-Term
13596,Sky Pool❤️Netflix ❤️Bts Phrom Phong,Khlong Toei,13.72553,100.56454,Entire home/apt,1700,2,17,3.64,19,17,Short-Term
13597,Superior Large Studio Bangkok Airport / GYM / WIFI,Don Mueang,13.92599,100.59925,Entire home/apt,1354,1,14,3.21,9,14,Short-Term
13599,- Hyde Sukhumvit 11 - Glamorous Design - BTS NANA,Vadhana,13.74393,100.55721,Entire home/apt,1729,5,9,1.9,56,9,Short-Term
13605,New! Gateway/ Bangkok University 1BR 2PPL near BTS,Khlong Toei,13.71508,100.58408,Entire home/apt,2099,1,8,1.71,32,8,Short-Term
13610,Condo_NearBTS /Bigpool-Gym_FastWifi/Checkin24h,Khlong Toei,13.71662,100.57563,Entire home/apt,1343,3,13,2.85,8,13,Short-Term
13615,luxury 2BR/SKY POOL/BTS@ASOK@Phrom Phong,Vadhana,13.73857,100.56716,Entire home/apt,5570,2,9,2.25,21,9,Short-Term
13618,Luxury 2BR/2Bath Queen Sirikit Asok Termianl 21,Khlong Toei,13.72299,100.55992,Entire home/apt,4300,2,16,3.93,48,16,Short-Term
13626,New! Gateway/ Bangkok University 1BR 2PPL near BTS,Khlong Toei,13.71613,100.58593,Entire home/apt,2099,1,9,2.03,228,9,Short-Term
13633,17F48#Perfect location# Pool#Gym@BTS/MRT&Max3ppl,Vadhana,13.73831,100.56601,Entire home/apt,3378,3,9,2.62,49,9,Short-Term
13635,9F101#Perfect location# Pool#Gym@BTS/MRT&2BR#5ppl,Vadhana,13.73806,100.56626,Entire home/apt,6172,3,13,3.2,49,13,Short-Term
13636,21F19#Perfect location# Pool#Gym@BTS/MRT&2BR#5ppl,Vadhana,13.7382,100.56533,Entire home/apt,5109,3,15,3.85,4,15,Short-Term
13642,Luxury condo near bts mrt free pickup市中心轻奢公寓近21航站楼,Vadhana,13.73816,100.55986,Entire home/apt,3393,1,7,1.74,12,7,Short-Term
13647,"Discount25%,Free Pick up,Riverview,5min MRT",Bang Phlat,13.79012,100.50455,Entire home/apt,820,14,9,2.05,3,9,Short-Term
13649,Lovely 1-bedroom with pool/shared common area,Khlong Toei,13.73514,100.55167,Private room,700,7,3,3.0,5,3,Short-Term
13650,Beautiful house & Amazing location near BTS/Park,Khlong Toei,13.73681,100.55154,Private room,850,7,6,2.17,5,6,Short-Term
13653,H2o(Room2)​,Vadhana,13.73523,100.5639,Private room,850,1,7,2.84,2,7,Short-Term
13655,Near The Grand Palace/ASOK Station/Sukhumvit,Khlong Toei,13.735109458765786,100.55790638836062,Entire home/apt,2043,1,12,2.61,49,12,Short-Term
13662,Rooftop pool gym luxury cozy mirror 1BR @BTS,Khlong Toei,13.72621,100.56455,Entire home/apt,1969,1,10,2.73,24,10,Short-Term
13663,-Hyde Sukhumvit 11 - High Floor Super View - NANA-,Vadhana,13.74412,100.5554,Entire home/apt,1764,5,8,1.97,56,8,Short-Term
13665,"Brand new luxury room, BTS Phromphong, Sukhumvit",Khlong Toei,13.72383,100.5657,Entire home/apt,1700,2,17,3.98,19,17,Short-Term
13676,Studio 单间,Sathon,13.71325,100.52036,Entire home/apt,1086,1,8,1.86,29,8,Short-Term
13684,Cozy 1 bedroom 1 living room condominium,Suanluang,13.712181095125308,100.6030663313559,Entire home/apt,1404,1,3,2.25,1,3,Short-Term
13685,Japanese Town Ekamai Luxury 2BR Amazing View Pool,Khlong Toei,13.71736,100.58396,Entire home/apt,3300,2,11,3.84,48,11,Short-Term
13686,"Sky Pool Condo Near Sukhumvit, MRT/BTS access",Khlong Toei,13.72282,100.56047,Entire home/apt,1700,1,7,5.53,1,7,Short-Term
13687,Japanese Town Ekamai Luxury 2BR Amazing View Pool,Khlong Toei,13.71713,100.58372,Entire home/apt,3350,2,10,2.5,48,10,Short-Term
13688,6-BTS thong lo 700m 公寓配置泳池 健身房 汗蒸房 市中心,Khlong Toei,13.72411,100.57335,Entire home/apt,1581,7,16,3.43,45,16,Short-Term
13689,Japanese Town Ekamai Luxury 2BR Amazing View Pool,Khlong Toei,13.71794,100.58563,Entire home/apt,3400,2,14,3.53,48,14,Short-Term
13697,infinity pool asoke rama9 2bed/bathrooms joddfairs,Huai Khwang,13.75625,100.56769,Entire home/apt,5107,35,8,1.86,9,8,Long-Term
13699,全新-Local生活便利-高层池景房•市区•BTS@ONNUT•可做饭•近莲花超市夜市B#732,Phra Khanong,13.70333,100.60159,Entire home/apt,1105,1,12,2.73,48,12,Short-Term
13700,Asoke  of City BKK | King Bed |Gym|Pool Wifi | 1BR,Vadhana,13.74749,100.56361,Entire home/apt,2419,4,11,2.58,14,11,Short-Term
13706,Local生活便利·高层池景房·市区•BTS@ONNUT•可做饭•近莲花超市夜市B#632,Phra Khanong,13.70331,100.60186,Entire home/apt,1863,1,6,2.25,48,6,Short-Term
13708,BTS Nana/Night Life/Sukhumvit 11/ Pool /No-Window.,Vadhana,13.74261,100.55697,Private room,2243,1,26,5.65,9,26,Short-Term
13714,1 single Capsule in a 10 Bed Mixed Dormitory,Phra Nakhon,13.7604382,100.4982753,Shared room,474,1,11,2.66,7,11,Short-Term
13717,Luxury1BedRoom/3MinsToAirportLink/2MinsBTS/MidTown,Ratchathewi,13.75717861201921,100.53542502542749,Entire home/apt,2200,2,7,2.08,6,7,Short-Term
13723,Silom 3 apartment no. 10 (BTS Saladaeng station),Bang Rak,13.72615,100.53365,Entire home/apt,982,1,6,2.2,89,6,Short-Term
13729,Silom 3 apartment no. 12 (BTS Saladaeng station),Bang Rak,13.72653,100.53205,Entire home/apt,954,1,6,2.0,89,6,Short-Term
13732,2 Bedroom with large Balcony 8 mins to Ekamai BTS,Khlong Toei,13.71317,100.58588,Entire home/apt,1889,1,7,1.79,6,7,Short-Term
13734,Luxury stdio28sq/G tower/JoddFairNight/walking1min,Huai Khwang,13.75555,100.56744,Entire home/apt,3000,1,7,1.68,28,7,Short-Term
13735,1br@Park24/BTS500m/TM30/SkytopPool/Gym/Netflix#529,Khlong Toei,13.724779501271591,100.56632806082152,Entire home/apt,1727,1,12,4.29,19,12,Short-Term
13742,"Cozy Room in Silom Close to BTS, Food & Shops",Bang Rak,13.72588,100.53329,Private room,589,1,14,7.92,1,14,Short-Term
13745,12F82#Perfect location# Pool#Gym@BTS/MRT&Max3ppl,Vadhana,13.73983,100.5657,Entire home/apt,3365,3,10,2.7,4,10,Short-Term
13746,#2[48sq.m]BIG 2Bedrooms/Walk2TRAIN/NearDMK Airport,Bang Khen,13.890091784896702,100.6072007423279,Entire home/apt,1426,1,8,1.92,3,8,Short-Term
13748,Siamese Sukhumvit 48 - Deluxe Room King Bed,Khlong Toei,13.728,100.57151,Private room,2957,1,2,2.0,7,2,Short-Term
13750,City BKK Luxury Condo Queen Bed Gym|Pool Wi-fi 1BR,Khlong Toei,13.73713,100.55996,Entire home/apt,2513,7,8,2.02,14,8,Short-Term
13751,The Perpetual Fullfill Luxury : 1BR JODD fair/MRT,Huai Khwang,13.76033,100.56839,Entire home/apt,2714,1,10,2.61,25,10,Short-Term
13753,Japanese Town Ekamai Spacious 1BR Amazing ViewPool,Khlong Toei,13.71645,100.58566,Entire home/apt,2026,2,10,2.59,48,10,Short-Term
