,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,number_of_reviews_ltm,minimum_stay,popularity
11888,MRT subway Wat Mangkon COZY condominium#8,Samphanthawong,13.74154,100.50749,Entire home/apt,969,1,5,2.83,89,5,Short-Term,popular
11889,MRT subway Wat Mangkon COZY condominium#9,Samphanthawong,13.74149,100.50947,Entire home/apt,969,1,4,1.07,89,4,Short-Term,not_popular
11890,"Bangkok horizon Ramkhanheang

Beautifull room❤
40 sqm. 17th floors.
1,1000 /mounth.
full Furniture
Full Electical machine
Contact for 1 year 

Line ID: easy.cd",Bang Kapi,13.76335,100.64786,Private room,11000,1,0,0.0,2,0,Short-Term,not_popular
11891,Pool view one bedroom flat behind Central Chidlom,Parthum Wan,13.74631,100.54451,Entire home/apt,1700,30,1,0.09,2,1,Long-Term,not_popular
11892,A luxury 2 bedroom apartment in Chidlom,Parthum Wan,13.74433,100.54469,Entire home/apt,1750,24,0,0.0,2,0,Short-Term,not_popular
11893,Thong Lo's Green Room - 1+ BR,Khlong Toei,13.72366,100.57743,Entire home/apt,1393,8,14,0.88,3,11,Short-Term,not_popular
11894,"Thonglor station 2 Bedrm, 2 Bathrm, 6 ppl can stay",Vadhana,13.72629,100.58285,Entire home/apt,2421,14,1,1.0,7,1,Short-Term,not_popular
11895,1 Bedroom 35 Square Meters near Asoke,Khlong Toei,13.72617,100.561928,Entire home/apt,5825,1,0,0.0,7,0,Short-Term,not_popular
11896,Life62condo，200MtoBTSbangchak，freewifi，素坤逸地铁口公寓,Phra Khanong,13.695425,100.603294,Entire home/apt,850,27,6,0.41,17,5,Short-Term,not_popular
11897,Spacious new studio 2 BR 75 sqm Suk 71 - Pridi 45,Vadhana,13.73709,100.59671,Private room,18000,1,2,0.12,9,0,Short-Term,not_popular
11898,2-BTS Thong Lo free swimming pool and gym,Khlong Toei,13.71653,100.57684,Entire home/apt,1581,7,43,2.63,45,41,Short-Term,popular
11899,1-BTS S5 Surasak900米 近湄南河码头 ·摩天轮夜市 免费游泳池·中文接待·曼谷中心,Sathon,13.7081,100.52191,Entire home/apt,1084,3,51,2.97,45,48,Short-Term,popular
11900,Lovely bedroom in 300 sqm penthose with park view,Khlong Toei,13.729,100.56118,Private room,3000,1,1,1.0,1,1,Short-Term,not_popular
11901,"Family Room1: 
2 Beds
1 Bathroom",Bangkok Yai,13.74079,100.48462,Private room,1550,1,0,0.0,5,0,Short-Term,not_popular
11902,"8 mins to subway,-surrounding Street food & Market",Din Daeng,13.76881,100.56879,Private room,550,28,0,0.0,1,0,Long-Term,not_popular
11903,LUXURY CONDO IN BANGKOK WITH ALL THE AMENITIES!!!,Bang Rak,13.72531,100.52619,Entire home/apt,2944,30,2,2.0,1,2,Long-Term,popular
11904,近ekkamai bts/曼谷富人区高层一卧公寓,Khlong Toei,13.7165986,100.5848706,Entire home/apt,1629,28,1,0.33,29,1,Long-Term,not_popular
11905,คอนโดสีลมสวีท สาทร12 BTS เซนต์หลุยส์,Bang Rak,13.72194,100.52775,Private room,3000,1,0,0.0,2,0,Short-Term,not_popular
11906,BTS Nana★Tourist HiLight★Lively Sukhumvit rd★Malls,Vadhana,13.74301,100.55319,Entire home/apt,1500,2,36,2.86,13,33,Short-Term,popular
11907,Luxury 2-bedroom Condo in Silom with Gym & Pool,Bang Rak,13.723324,100.522339,Entire home/apt,5000,30,0,0.0,1,0,Long-Term,not_popular
11908,Lovely Comfy Quiet in Sukhumvit 1B Room long-stay,Khlong Toei,13.71695,100.58687,Entire home/apt,1093,30,6,0.52,2,6,Long-Term,not_popular
11909,Atmoz รัชดา-ห้วยขวาง ลดราคาหนักๆ,Wang Thong Lang,13.77171,100.59696,Private room,11000,1,0,0.0,2,0,Short-Term,not_popular
11910,Specious 1BR l Rooftop Pool l City View l near BTS,Khlong Toei,13.72625,100.56919,Entire home/apt,4640,1,5,1.29,5,5,Short-Term,not_popular
11911,Free Wi-Fi! 1BR at Noble Recole by Nestcovery 中文服務,Vadhana,13.74186,100.5613,Entire home/apt,980,30,0,0.0,9,0,Long-Term,not_popular
11912,PERMA Residence,Huai Khwang,13.77949,100.58421,Private room,1200,1,0,0.0,1,0,Short-Term,not_popular
11913,"Comfy Room near Bangkok Hospital, RCA,Supermarket",Huai Khwang,13.750378608703612,100.58319854736328,Entire home/apt,800,7,2,0.15,8,1,Short-Term,not_popular
11914,Studio Steps From Udom Suk BTS,Bang Na,13.67744,100.6079,Entire home/apt,600,180,0,0.0,1,0,Long-Term,not_popular
11915,Chocolate Box Mint Silom 22,Bang Rak,13.725405,100.522598,Private room,800,180,0,0.0,1,0,Long-Term,not_popular
11916,Quiet in Downtown Pool Gym Wi-Fi kitchen 5mins BTS,Vadhana,13.72998,100.57228,Entire home/apt,1341,1,13,1.07,1,13,Short-Term,not_popular
11917,"Cozy modern studio, 5 min. walk to BTS, Netflix",Vadhana,13.74303,100.55764,Entire home/apt,983,3,5,0.86,3,5,Short-Term,not_popular
11918,Beauty Center city,Vadhana,13.74379,100.57433,Private room,990,3,1,1.0,3,1,Short-Term,not_popular
11919,"New Condo,Yearly special discount,Free WiFi",Vadhana,13.7122,100.59998,Entire home/apt,750,90,2,0.17,3,2,Long-Term,not_popular
11920,Lovely 1-bedroom @ Sathorn BKK/Long term stay,Bang Rak,13.721964,100.526016,Entire home/apt,650,30,4,0.44,2,4,Long-Term,not_popular
11921,Studio room near Central Pinklao,Bang Phlat,13.781115531921388,100.47601318359376,Entire home/apt,771,2,1,1.0,6,1,Short-Term,not_popular
11922,"1 Bdrm condo, 5 min. walk to BTS, free Netflix",Phra Khanong,13.70484,100.60563,Entire home/apt,994,3,1,0.27,3,1,Short-Term,not_popular
11923,【K2】Sathon CBD&Pool&Gym&Free Parking&New Condo,Sathon,13.716942,100.533646,Entire home/apt,1000,30,6,0.45,14,5,Long-Term,not_popular
11924,【K7】Sathon Pool&Gym&Free Parking&Cook&Upscale Apt,Sathon,13.71694,100.53356,Entire home/apt,1000,30,2,0.45,14,2,Long-Term,not_popular
11925,【K8】Sathon Pool&Gym&Free Parking&Cook&Luxury condo,Sathon,13.716948,100.533653,Entire home/apt,1000,30,1,0.13,14,1,Long-Term,not_popular
11926,【K10】Sathon Pool&Gym&Parking&Cook&Upscale condo,Sathon,13.716931,100.533661,Entire home/apt,1000,30,5,0.43,14,5,Long-Term,not_popular
11927,Benny’s House,Bang Khae,13.68655,100.4043,Private room,1500,15,0,0.0,1,0,Short-Term,not_popular
11928,Lovely Resort Living in the Heart of Bangkok,Bang Rak,13.7214,100.52608,Entire home/apt,1341,30,0,0.0,2,0,Long-Term,not_popular
11929,"Family Room2:
 2 Beds
1 Bath Room",Bangkok Yai,13.7428,100.48693,Private room,1550,1,0,0.0,5,0,Short-Term,not_popular
11930,Deluxe Room1: Double Beds,Bangkok Yai,13.74296,100.48638,Private room,600,1,1,0.17,5,1,Short-Term,not_popular
11931,Deluxe Room2: Queen size bed,Bangkok Yai,13.74084,100.48554,Private room,600,1,1,1.0,5,1,Short-Term,not_popular
11932,"Bangkok：Aspire Asoke-Ratchada,1室2厅1厨1卫,大使馆附近(74)",Din Daeng,13.76248,100.5633,Entire home/apt,666,180,0,0.0,40,0,Long-Term,not_popular
11933,WFH@38th FL.1BR w/Rooftop Pool+Running park-7m BTS,Khlong Toei,13.72449,100.56731,Entire home/apt,1428,28,7,0.63,37,7,Long-Term,not_popular
11934,High FL★Apt w/Multi-Purpose room&Rooftop pool @MRT,Din Daeng,13.77982,100.57247,Entire home/apt,1489,30,6,0.64,37,6,Long-Term,not_popular
11935,"Bangkok：Bangna,三露天泳池 健身房 台球室 足球场 瑜伽室 桑拿房等一应俱全(73)",Bang Na,13.67268,100.60614,Entire home/apt,636,180,6,0.38,40,3,Long-Term,not_popular
11936,四面佛/市中心精品一居室/水门市场/娜娜广场/CENTREL W,Ratchathewi,13.7503004,100.5555028,Entire home/apt,1490,30,0,0.0,13,0,Long-Term,not_popular
11937,【温馨两居室】伦披尼公园/主干道CBD/俯瞰城市绿肺/泳池健身房,Ratchathewi,13.750074,100.555382,Entire home/apt,2663,30,0,0.0,13,0,Long-Term,not_popular
11938,市中心精品一居室/娜娜广场/杰特宁医院/四面佛/暹罗广场/水门市场,Ratchathewi,13.74911,100.55487,Entire home/apt,1497,30,0,0.0,13,0,Long-Term,not_popular
11939,曼谷暹罗兴/游泳池/24小时安保/网球篮球场/休憩花园/中文接待/靠近BTS/blm一居,Sathon,13.707115,100.522598,Entire home/apt,1500,30,0,0.0,13,0,Long-Term,not_popular
11940,1b1b/Lumpini/central location/gym and swimmingpool,Ratchathewi,13.750074,100.555382,Entire home/apt,1497,30,1,0.12,13,1,Long-Term,not_popular
11941,Loft Bangkok Charoenrat/complementary pool and gym,Sathon,13.707115,100.522598,Entire home/apt,1800,30,0,0.0,13,0,Long-Term,not_popular
11942,7楼studio公寓cs/曼谷城市中心/出行便利/靠近BTS MRT 双轨交汇/,Khlong Toei,13.73626,100.55719,Entire home/apt,1529,2,23,2.14,29,23,Short-Term,popular
11943,3楼studio公寓/ 曼谷城市中心/出行便利/双轨交汇/靠近bts mrt/,Khlong Toei,13.73488,100.5572,Entire home/apt,1714,1,57,4.61,29,55,Short-Term,popular
11944,WanderWonderRed 1,Bang Na,13.68042,100.61051,Private room,1176,1,4,0.42,4,4,Short-Term,not_popular
11945,BKK Center♥Large 2BR w/Bathtub-3mins walk BTS&Mall,Vadhana,13.72092,100.58389,Entire home/apt,2999,29,5,0.4,37,4,Long-Term,not_popular
11946,Bright Studio near BTS Bangna+Hi SpeedNet+Pool Gym,Bang Na,13.6652,100.60512,Entire home/apt,1200,30,0,0.0,11,0,Long-Term,not_popular
11947,"Life Ladprao condo, 1BR,  Japanese style build-in",Chatu Chak,13.81751,100.56121,Entire home/apt,606,13,13,0.96,1,10,Short-Term,not_popular
11948,7楼精致studio公寓/曼谷城市中心/出行便利/靠近bts asoke站 mrt双轨交汇处/,Khlong Toei,13.73669,100.55676,Entire home/apt,1800,2,57,4.94,29,57,Short-Term,popular
11949,Rythm Sukhumvit 36-38,Bang Kapi,13.78915,100.63054,Private room,950,1,0,0.0,1,0,Short-Term,not_popular
11950,Best Condo in Huai Khwang (newly built),Huai Khwang,13.77958,100.57454,Entire home/apt,1200,30,8,0.74,2,8,Long-Term,not_popular
11951,"Lovely 2 bedrooms condominium, only 2 steps to MRT",Phasi Charoen,13.73395,100.44829,Entire home/apt,2857,2,2,0.42,1,2,Short-Term,not_popular
11952,❤️Best location ever in Bangkok❤️ MRT Ratchadaphisek,Huai Khwang,13.79967,100.57526,Entire home/apt,1004,1,0,0.0,1,0,Short-Term,not_popular
11953,Peaceful 5-bedroom house in Soi Rangnam,Ratchathewi,13.758097392947814,100.539930717031,Entire home/apt,6000,1,29,2.09,1,26,Short-Term,popular
11954,"Superior, 2 min from Skytrain ,Pet Friendly, SHA +",Bang Rak,13.71818,100.51732,Private room,2979,1,13,0.99,2,11,Short-Term,not_popular
11955,8F42#Pool&BTS Nana&MRT Sukhumvit&Max4ppl,Vadhana,13.74675,100.55681,Entire home/apt,3579,1,45,3.41,49,43,Short-Term,popular
11956,8F45#Pool&BTS Nana&MRT Sukhumvit&Max4ppl,Vadhana,13.74485,100.55556,Entire home/apt,3579,1,32,2.62,49,32,Short-Term,popular
11957,8F47#Pool&BTS Nana&MRT Sukhumvit&Max4ppl,Vadhana,13.74486,100.55617,Entire home/apt,3994,1,43,3.31,49,40,Short-Term,popular
11958,【K13】Sathon CBD new duplex apt&Sky pool&lounge&Gym,Sathon,13.716948,100.533669,Entire home/apt,1350,30,3,0.27,14,3,Long-Term,not_popular
11959,8F52#Pool&BTS Nana&MRT Sukhumvit&Max4ppl,Vadhana,13.74712,100.55686,Entire home/apt,3725,1,22,2.42,49,22,Short-Term,popular
11960,9F55#Pool&BTS Nana&MRT Sukhumvit&Max4ppl,Vadhana,13.74494,100.55532,Entire home/apt,3909,1,34,2.73,49,33,Short-Term,popular
11961,9F58#Pool&BTS Nana&MRT Sukhumvit&Max4ppl,Vadhana,13.74676,100.55481,Entire home/apt,3451,1,25,1.99,49,22,Short-Term,popular
11962,"Deluxe,2 Min from Skytrain, Pet Friendly, SHA Plus",Sathon,13.71717,100.51551,Private room,3187,1,1,0.28,2,1,Short-Term,not_popular
11963,9F62#Pool&BTS Nana&MRT Sukhumvit&Max4ppl,Vadhana,13.74493,100.55607,Entire home/apt,3909,1,29,2.51,49,29,Short-Term,popular
11964,9F63#Pool&BTS Nana&MRT Sukhumvit&Max4ppl,Vadhana,13.7465,100.55679,Entire home/apt,3450,1,36,2.75,49,33,Short-Term,popular
11965,Monthly・10F69#Pool&BTS Nana&MRT Sukhumvit&Max4ppl,Vadhana,13.7448,100.55537,Entire home/apt,3284,1,32,2.55,49,30,Short-Term,popular
11966,10F72#Pool&BTS Nana&MRT Sukhumvit&Max4ppl,Vadhana,13.74714,100.5563,Entire home/apt,3246,1,21,1.7,49,20,Short-Term,popular
11967,10F74#Pool&BTS Nana&MRT Sukhumvit&Max4ppl,Vadhana,13.74542,100.55696,Entire home/apt,3866,1,31,2.35,49,27,Short-Term,popular
11968,Ladprao Studio Deluxe-38 sqm,Huai Khwang,13.8002,100.58289,Private room,550,30,4,0.28,20,3,Long-Term,not_popular
11969,"Nomad-friendly 2BD Apt @ Nana, Wi-Fi, Pool & Gym",Khlong Toei,13.74016,100.55204,Entire home/apt,2750,2,20,1.65,5,20,Short-Term,not_popular
11970,Ladprao Studio Deluxe-38 Sqm,Huai Khwang,13.79931,100.58487,Private room,550,30,0,0.0,20,0,Long-Term,not_popular
11971,Bunk bed for 2 person Mixed dormitory,Sathon,13.71769,100.52866,Shared room,648,1,0,0.0,7,0,Short-Term,not_popular
11972,Ladprao Studio Deluxe-38 Sqm,Huai Khwang,13.80072,100.58307,Private room,550,30,0,0.0,20,0,Long-Term,not_popular
11973,Ladprao Studio Deluxe - 38 sqm,Huai Khwang,13.79894,100.58484,Private room,550,30,0,0.0,20,0,Long-Term,not_popular
11974,คอนโดน่าอยู่ พร้อมสระว่ายน้ำ และลานกว้าง,Bang Sue,13.81144,100.52202,Private room,100000,2,0,0.0,1,0,Short-Term,not_popular
